wavfile,transcript,emo,v,a,d,n
MSP-IMPROV-S05H-M04-S-FM02.wav,"Hey, I know this other friends kind of went on to the next ride should we ask me to wait up or should we just stay here, and play with us write a little bit..",N,3.166667,3.5,3.5,4.0
MSP-IMPROV-S05H-M04-S-MF01.wav,"No, we're having a lot of fun here, let's just let him go on..",H,4.0,3.142857,3.428571,1.857143
MSP-IMPROV-S05H-M04-T-MF01.wav,There just going to go ahead regardless..,N,2.62069,3.517241,3.137931,3.172414
MSP-IMPROV-S05H-M05-P-FM01.wav,no,H,3.833333,3.666667,2.833333,4.0
MSP-IMPROV-S05H-M05-P-FM02.wav,he eyeing ahead are are,H,4.0,3.166667,3.333333,4.5
MSP-IMPROV-S05H-M05-P-MF01.wav,"Yeah, that wasn't yeah, I needed..",H,3.833333,3.833333,3.166667,4.5
MSP-IMPROV-S05H-M05-P-MF02.wav,"No there just going to go ahead and got a little, my God, Oh my God..Go ahead, regardless they are just going to go ahead regardless..We are going to go ahead..We are going to the hood. I'm not going to go ahead..I need to go ahead, regardless they are going to go out..OK..",H,3.428571,2.857143,2.428571,3.142857
MSP-IMPROV-S05H-M05-P-MF03.wav,"OK..Tell me the right one, will be so much fun..",H,4.2,1.6,4.0,4.4
MSP-IMPROV-S05H-M05-S-FM01.wav,Thank you my friend..,N,2.8,4.0,2.0,2.4
MSP-IMPROV-S05H-M05-S-FM02.wav,"That's great, so far. I don't remember everyone. This is cool a bunch of people want to go off to the ground..",H,3.6,3.4,3.3,3.7
MSP-IMPROV-S05H-M05-S-FM03.wav,I love coming back to my high school friends with music part..,H,4.0,3.6,3.2,3.6
MSP-IMPROV-S05H-M05-S-FM04.wav,"Accident number most of these people, but you know it's so fun. I love people went to the merry go round now? Should I ask him to wait for us..",N,3.5,3.166667,2.833333,3.333333
MSP-IMPROV-S05H-M05-S-FM05.wav,"Yeah, it's great to come back in Selma high school friends with you..",H,4.4,3.0,3.4,3.8
MSP-IMPROV-S05H-M05-S-FM06.wav,Well should I ask them to wait for us..,O,2.4,4.2,2.6,4.0
MSP-IMPROV-S05H-M05-S-MF01.wav,I'm fine..,N,3.166667,4.0,3.166667,3.666667
MSP-IMPROV-S05H-M05-S-MF02.wav,No there just going to go ahead regardless..,A,2.2,3.8,2.6,3.2
MSP-IMPROV-S05H-M05-S-MF03.wav,"Thanksgiving see you too, though I haven't seen you since high school..",H,4.333333,3.333333,3.444444,4.111111
MSP-IMPROV-S05H-M05-S-MF04.wav,Call..,H,4.666667,3.166667,4.0,4.833333
MSP-IMPROV-S05H-M05-S-MF05.wav,No..,N,3.125,3.75,3.5,4.0
MSP-IMPROV-S05H-M05-T-MF01.wav,There's going to go ahead regardless..,H,3.375,3.333333,3.25,3.5
MSP-IMPROV-S05H-M06-P-MF01.wav,,H,4.0,3.2,3.4,3.8
MSP-IMPROV-S05H-M06-P-MF02.wav,"Anyways because Christmas morning, though..Presents presents presents..",H,4.571429,2.285714,4.0,3.857143
MSP-IMPROV-S05H-M06-P-MF03.wav,You..,N,3.0,4.2,3.6,3.8
MSP-IMPROV-S05H-M06-P-MF04.wav,"Yeah, there's there's gotta be some back story, um..Are you think any ideas?.",N,3.4,3.6,2.4,4.8
MSP-IMPROV-S05H-M06-P-MF05.wav,"OK, yeah, it seems know it seems like person. I definitely don't want you play someone who's just kind of you know, there glad to be friends, but they have no idea..",X,4.0,3.0,4.0,4.6
MSP-IMPROV-S05H-M06-P-MF06.wav,"OK, so..",H,3.833333,4.166667,3.166667,4.0
MSP-IMPROV-S05H-M06-S-FM01.wav,"Hey..Yeah, sure we probably ask him..",X,2.6,2.4,3.2,3.4
MSP-IMPROV-S05H-M06-S-FM02.wav,I love 6 flags this is so much fun..,H,4.4,2.4,3.4,2.6
MSP-IMPROV-S05H-M06-S-FM03.wav,Show me asking..,N,2.6,3.2,3.4,3.6
MSP-IMPROV-S05H-M06-S-FM04.wav,"OK, that's cool cool. I don't really like that right anyway..",N,3.0,4.0,3.571429,3.0
MSP-IMPROV-S05H-M06-S-FM05.wav,No..,N,2.4,3.4,2.8,3.4
MSP-IMPROV-S05H-M06-S-MF01.wav,"My gosh, it's been forever..",H,4.8,2.4,3.8,3.4
MSP-IMPROV-S05H-M06-S-MF02.wav,Let's let's just talk we don't see each other forever..,H,3.5,3.333333,4.0,4.333333
MSP-IMPROV-S05H-M06-S-MF03.wav,So how you been how is how is high school? I mean like the first year high school last time we met?.,H,4.0,3.2,3.4,3.4
MSP-IMPROV-S05H-M06-S-MF04.wav,"Wow, amazing how time flies..",H,4.2,2.8,4.0,4.0
MSP-IMPROV-S05H-M06-T-MF01.wav,They're just going to go ahead regardless..,N,2.806452,3.354839,3.032258,3.290323
MSP-IMPROV-S05N-F01-P-FM01.wav,or if obliteration taking a while the sun up,N,2.8,4.4,2.4,3.4
MSP-IMPROV-S05N-F01-P-FM02.wav,well i think they are just going to go ahead or gardes,N,4.2,2.8,4.4,4.2
MSP-IMPROV-S05N-F01-P-MF01.wav,is there a rather taking a long time he said as if bishopsgate on them she was laden,N,2.8,4.0,2.8,3.8
MSP-IMPROV-S05N-F01-P-MF02.wav,Are they gonna still do the presentation with their side?.,N,3.0,4.4,2.6,4.4
MSP-IMPROV-S05N-F01-S-FM01.wav,"Well, are coworkers are taking a long time to set up..",N,2.8,4.6,2.4,3.6
MSP-IMPROV-S05N-F01-S-FM02.wav,yes not,S,2.4,4.0,2.2,3.4
MSP-IMPROV-S05N-F01-S-MF01.wav,"Yeah, they are I don't even..Are they gonna still go ahead with the presentation with the slideshow not working?.",N,2.333333,4.0,2.666667,3.666667
MSP-IMPROV-S05N-F01-T-FM01.wav,Just going to go ahead with our list..,N,2.88,3.72,2.7,3.65
MSP-IMPROV-S05N-F02-P-MF01.wav,Having some trouble with you gonna do..,N,2.8,3.8,2.6,3.4
MSP-IMPROV-S05N-F02-S-FM01.wav,"Well, you know how these things go there..",N,2.0,3.6,2.2,3.4
MSP-IMPROV-S05N-F02-S-FM02.wav,Not like it's a big deal or anything..,X,2.2,3.8,3.0,3.0
MSP-IMPROV-S05N-F02-S-MF01.wav,Having some trouble what do you think of presenters are gonna do?.,N,3.0,4.0,2.4,2.6
MSP-IMPROV-S05N-F02-T-FM01.wav,They're just going to go ahead regardless..,N,2.722222,3.527778,3.16129,3.322581
MSP-IMPROV-S05N-F03-P-FM01.wav,"They are just going to go ahead, regardless of the presentation when I remember..",N,2.222222,3.222222,3.25,3.555556
MSP-IMPROV-S05N-F03-P-FM02.wav,"It was OK to do that, like I've tried to pause in between..",N,3.833333,3.166667,3.166667,3.333333
MSP-IMPROV-S05N-F03-P-MF01.wav,OK..,N,3.0,4.6,2.4,4.6
MSP-IMPROV-S05N-F03-P-MF02.wav,Sorry try again..,X,3.666667,2.5,3.833333,4.5
MSP-IMPROV-S05N-F03-S-FM01.wav,ah,A,2.0,2.4,3.4,3.2
MSP-IMPROV-S05N-F03-S-FM02.wav,I know I'm just I'm ready for this to be done..,S,2.4,3.4,2.8,3.8
MSP-IMPROV-S05N-F03-S-FM03.wav,I mean that's what it looks like..,N,2.75,3.375,3.125,3.375
MSP-IMPROV-S05N-F03-S-FM04.wav,I think..,S,1.8,3.8,2.4,3.2
MSP-IMPROV-S05N-F03-S-MF01.wav,"So long, I know I know there's another one to follow it seems like they having some problems getting set up though..",N,2.2,3.8,3.0,3.8
MSP-IMPROV-S05N-F03-S-MF02.wav,I hear you I mean do you think they're gonna go on him to keep having problems?.,S,1.666667,3.666667,3.5,4.0
MSP-IMPROV-S05N-F03-S-MF03.wav,"I know and there's another one. After this, although I saw him before and it looks like they're having some type of problem..",X,2.0,3.4,3.8,4.2
MSP-IMPROV-S05N-F03-S-MF04.wav,I mean do you think there gonna go on with it even if they keep having technical problems?.,X,2.2,3.8,3.0,3.2
MSP-IMPROV-S05N-F03-T-FM01.wav,They're just going to go ahead regardless..,S,1.809524,3.380952,3.125,3.625
MSP-IMPROV-S05N-F04-S-FM03.wav,"Morning, I don't think it's too important, but.",N,2.833333,4.666667,3.5,4.5
MSP-IMPROV-S05N-F04-S-MF01.wav,Hey listen to be having some problems that they can I get my?.,N,2.8,3.8,2.8,3.8
MSP-IMPROV-S05N-F04-S-MF02.wav,Baby can be having some problems with the presentation? What are they gonna do about it?.,N,2.4,4.2,3.2,3.6
MSP-IMPROV-S05N-F04-T-FM01.wav,They just going to go ahead regardless..,N,2.65625,3.8125,2.34375,3.625
MSP-IMPROV-S05N-F05-P-FM01.wav,Go ahead..,N,2.6,4.4,2.6,3.8
MSP-IMPROV-S05N-F05-P-MF01.wav,This is gonna be a struggle..,H,3.4,3.4,3.2,3.8
MSP-IMPROV-S05N-F05-P-MF02.wav,I had..,H,3.5,4.166667,2.666667,4.5
MSP-IMPROV-S05N-F05-S-FM01.wav,"That's fine, I got here, OK, I'm here waiting..",N,3.4,3.6,2.8,3.4
MSP-IMPROV-S05N-F05-S-MF01.wav,This is really starting to get the computer to work right with projector..,N,2.875,3.5,2.625,3.5
MSP-IMPROV-S05N-F05-S-MF02.wav,"Yeah, well, I mean, like we have 15 minutes. I guess what do you think they're gonna do?.",N,3.2,3.4,3.0,3.4
MSP-IMPROV-S05N-F05-T-FM01.wav,They're just going to go ahead regardless..,N,2.676471,3.558824,2.676471,3.558824
MSP-IMPROV-S05N-F06-P-FM01.wav,"That's I said there tonight, yeah OK..",H,3.2,4.0,2.6,4.4
MSP-IMPROV-S05N-F06-P-FM02.wav,Yeah. Sorry. Sorry. Yeah..,X,3.2,4.0,2.4,3.8
MSP-IMPROV-S05N-F06-S-FM01.wav,"Another day, another presentation on those stupid TPS reports..",X,1.6,4.0,3.0,2.4
MSP-IMPROV-S05N-F06-S-FM02.wav,They're just going to go ahead regardless..,A,2.0,4.2,2.6,2.8
MSP-IMPROV-S05N-F06-S-FM03.wav,I don't think so I mean?.,N,2.2,3.2,3.8,3.0
MSP-IMPROV-S05N-F06-S-FM04.wav,I don't know whatever it is its ridiculous they should just go home..,A,2.0,3.2,2.8,3.8
MSP-IMPROV-S05N-F06-S-MF01.wav,"Hey, what's going on, I mean, we're supposed to start 10 minutes ago..",X,2.0,3.2,2.8,2.4
MSP-IMPROV-S05N-F06-S-MF02.wav,"Well, Yeah..",N,2.6,3.6,2.8,3.0
MSP-IMPROV-S05N-F06-S-MF03.wav,What are they gonna do anything?.,N,2.428571,2.857143,3.5,3.571429
MSP-IMPROV-S05N-F06-S-MF04.wav,Bunch of morons running this company..,A,1.5,3.833333,2.833333,4.0
MSP-IMPROV-S05N-F06-S-MF05.wav,We should..,N,3.2,4.0,2.4,3.4
MSP-IMPROV-S05N-F06-T-FM01.wav,They are just going to go ahead with God Bless..,N,2.444444,3.62963,2.481481,3.555556
MSP-IMPROV-S05N-M01-P-FM01.wav,"Yeah, I think we forgot something I mean? How are they gonna continue if they don't have what they need?.",N,2.6,3.8,2.6,3.2
MSP-IMPROV-S05N-M01-P-MF01.wav,they're just going to go ahead where the,N,2.666667,3.833333,2.666667,3.166667
MSP-IMPROV-S05N-M01-P-MF02.wav,When you go ahead regardless..Are you asking me something?.,N,2.666667,4.833333,2.0,3.333333
MSP-IMPROV-S05N-M01-S-FM01.wav,"Yeah, I think I forgot something for the slides I mean, if they don't have it, they gonna do..",N,2.4,3.2,3.4,4.0
MSP-IMPROV-S05N-M01-S-FM02.wav,No other option right..,N,2.8,4.0,2.4,3.4
MSP-IMPROV-S05N-M01-S-MF01.wav,Taking a long time to set up..,N,2.4,3.6,3.2,3.8
MSP-IMPROV-S05N-M01-S-MF02.wav,I mean now they gotta do it anyway..,N,2.6,4.0,2.2,3.8
MSP-IMPROV-S05N-M01-T-MF01.wav,They're just gonna go ahead regardless..,N,2.535714,3.607143,2.782609,3.478261
MSP-IMPROV-S05N-M02-P-MF01.wav,"Well, things are going..",S,2.4,3.8,2.6,2.6
MSP-IMPROV-S05N-M02-S-FM01.wav,"Hey, I think of it..Do you know how are you?.",N,2.4,4.0,2.6,4.0
MSP-IMPROV-S05N-M02-S-FM02.wav,"Yeah, I guess so..",N,2.6,4.0,2.8,2.4
MSP-IMPROV-S05N-M02-T-MF01.wav,They're just going to go ahead regardless..,N,2.4,3.52,2.4,3.1
MSP-IMPROV-S05N-M03-P-MF01.wav,Do I have yet?.,X,3.833333,4.333333,3.0,4.333333
MSP-IMPROV-S05N-M03-S-FM01.wav,Been going on for so long..,S,2.4,3.8,2.6,3.6
MSP-IMPROV-S05N-M03-S-FM02.wav,I would like an issue with the..,N,2.888889,3.777778,2.777778,4.0
MSP-IMPROV-S05N-M03-S-FM03.wav,Are you going to just gonna go ahead with it?.,N,2.714286,4.428571,2.428571,4.142857
MSP-IMPROV-S05N-M03-S-MF01.wav,Presentation going on for so long..,X,2.714286,4.0,2.857143,3.142857
MSP-IMPROV-S05N-M03-S-MF02.wav,I wish I could be over right now..,S,2.5,4.0,2.666667,4.333333
MSP-IMPROV-S05N-M03-S-MF03.wav,This gonna go on..,N,2.428571,4.571429,2.857143,3.857143
MSP-IMPROV-S05N-M03-S-MF04.wav,Presentation so long..,N,2.6,3.6,3.4,3.6
MSP-IMPROV-S05N-M03-S-MF05.wav,"Yeah, like the projective broken or something I don't know..",N,3.0,4.4,2.6,4.8
MSP-IMPROV-S05N-M03-T-MF01.wav,That is going to go ahead regardless..,N,2.71875,3.84375,2.703704,4.111111
MSP-IMPROV-S05N-M04-P-FM01.wav,Having problem with sorry..,X,2.5,3.5,1.833333,2.333333
MSP-IMPROV-S05N-M04-P-MF01.wav,"They they are just going to, they are just going to go ahead..",N,3.0,3.8,3.8,4.0
MSP-IMPROV-S05N-M04-S-FM01.wav,Look for having problems with the PowerPoint again. Why do you think they're gonna do with it just gonna go on with it?.,A,1.8,2.4,3.4,3.0
MSP-IMPROV-S05N-M04-S-MF01.wav,"Oh, I don't know the presentations on the most important today..",N,2.8,3.2,3.4,4.0
MSP-IMPROV-S05N-M04-S-MF02.wav,Now I don't know I don't think it's the most important presentation of the day..,N,3.4,3.6,3.6,4.0
MSP-IMPROV-S05N-M04-T-MF01.wav,They're just going to go ahead regardless..,N,2.807692,3.576923,2.769231,3.615385
MSP-IMPROV-S05N-M05-P-MF01.wav,the man,N,3.166667,3.5,3.0,4.333333
MSP-IMPROV-S05N-M05-S-FM01.wav,Apparently working correctly..,X,1.8,4.0,3.6,4.2
MSP-IMPROV-S05N-M05-S-FM02.wav,"Project due today, we should at least like find a way to fix. It videos not really finding a way through the other is not working correctly..",N,2.428571,3.571429,3.571429,3.428571
MSP-IMPROV-S05N-M05-S-FM03.wav,i asked,S,2.2,4.2,2.6,3.8
MSP-IMPROV-S05N-M05-S-MF01.wav,Sunnydale would only need a PowerPoint for this anyway..,X,2.166667,3.666667,3.0,3.666667
MSP-IMPROV-S05N-M05-T-MF01.wav,There's going to go ahead regardless..,S,2.09375,3.65625,2.5,4.09375
MSP-IMPROV-S05N-M06-P-FM01.wav,"Yeah, yeah, yeah, sorry my bad..",N,3.4,3.4,3.2,4.4
MSP-IMPROV-S05N-M06-S-FM01.wav,So..,N,2.0,2.2,3.0,2.8
MSP-IMPROV-S05N-M06-S-FM02.wav,Things are actually going to prevent anything..,X,2.6,4.0,3.8,4.0
MSP-IMPROV-S05N-M06-S-FM03.wav,oh my gosh is it possible for him to make this more morning or irrelevant,A,1.666667,2.833333,4.5,4.5
MSP-IMPROV-S05N-M06-S-FM04.wav,Are you can powder something like nudity?.,H,3.2,3.6,3.0,4.6
MSP-IMPROV-S05N-M06-S-FM05.wav,"II agree so, so it's just the fact that none of us actually care in actually support this gonna affect the mall..",A,3.2,3.0,4.0,3.4
MSP-IMPROV-S05N-M06-S-FM06.wav,They need to be fired..,A,2.2,3.4,3.0,2.6
MSP-IMPROV-S05N-M06-S-MF01.wav,Seriously..,X,2.8,4.0,3.8,4.6
MSP-IMPROV-S05N-M06-S-MF02.wav,it is an,N,2.2,3.0,2.4,3.0
MSP-IMPROV-S05N-M06-S-MF03.wav,I read that the preaching..The summary to take a bus..,A,2.0,3.4,3.4,3.4
MSP-IMPROV-S05N-M06-S-MF04.wav,II don't know..,N,3.0,3.6,2.2,4.4
MSP-IMPROV-S05N-M06-S-MF05.wav,"Oh my gosh, we should just start our own company..",N,2.8,3.0,2.8,3.2
MSP-IMPROV-S05N-M06-S-MF06.wav,Meet me in Clarence tonight..,N,2.333333,4.0,3.833333,4.0
MSP-IMPROV-S05N-M06-T-MF01.wav,They're just going to go ahead regardless..,N,2.666667,3.424242,3.090909,3.242424
MSP-IMPROV-S05S-F01-P-FM01.wav,Say..,N,3.0,4.8,1.4,3.0
MSP-IMPROV-S05S-F01-P-MF01.wav,god is there also that i,H,3.0,2.4,3.8,3.6
MSP-IMPROV-S05S-F01-P-MF02.wav,in the like the calm and whose amelloides ed is and,N,3.0,2.8,3.2,3.4
MSP-IMPROV-S05S-F01-P-MF03.wav,yet it isn't the sad that her,N,2.833333,3.666667,2.833333,3.666667
MSP-IMPROV-S05S-F01-S-FM01.wav,"Well, I talk to the doctor and they are going to do this surgery..",S,1.8,3.2,3.0,2.4
MSP-IMPROV-S05S-F01-S-FM02.wav,"You know me too, let's go say goodbye..",S,1.714286,3.714286,2.285714,3.714286
MSP-IMPROV-S05S-F01-S-MF01.wav,Really good..,S,1.8,2.8,3.2,1.4
MSP-IMPROV-S05S-F01-S-MF02.wav,"No, they can't wait, he's not gonna survive. We have to we have to spend time with you..",S,1.4,2.4,2.8,3.0
MSP-IMPROV-S05S-F01-S-MF03.wav,So not fair..,S,1.6,2.6,3.2,3.0
MSP-IMPROV-S05S-F01-T-FM01.wav,They're just going to go ahead regardless..,S,2.043478,3.130435,3.166667,3.166667
MSP-IMPROV-S05S-F02-P-FM01.wav,he is very insidious,N,2.8,4.8,1.6,3.6
MSP-IMPROV-S05S-F02-P-MF01.wav,Do you like well? Is there anything we can do?.I wanna spend my last moments..,N,2.8,3.8,2.4,2.4
MSP-IMPROV-S05S-F02-P-MF02.wav,ah said another the pot,N,2.8,3.6,2.6,4.2
MSP-IMPROV-S05S-F02-S-FM01.wav,Too but I talk to the doctors and..,S,2.333333,3.833333,2.5,3.5
MSP-IMPROV-S05S-F02-S-FM02.wav,I don't think there's anything we can do..,S,1.833333,3.833333,3.5,4.666667
MSP-IMPROV-S05S-F02-S-FM03.wav,I talk to the doctors and they think whatever small chance there is..,S,1.6,4.0,1.6,2.8
MSP-IMPROV-S05S-F02-S-FM04.wav,There's nothing we can do to stop it..,N,2.4,4.0,3.2,3.6
MSP-IMPROV-S05S-F02-S-MF01.wav,"Well, is there anything you can do, I mean, we just wanna spend my last moments with him..",S,1.8,4.0,3.2,3.8
MSP-IMPROV-S05S-F02-S-MF02.wav,these is it in,S,1.6,4.4,2.6,3.0
MSP-IMPROV-S05S-F02-S-MF03.wav,"Well, there's anything I can do honey. We just wanted to spend my last moments with him..",S,2.2,3.8,2.0,3.2
MSP-IMPROV-S05S-F02-S-MF04.wav,i guess this is it then,S,1.666667,3.666667,2.666667,2.833333
MSP-IMPROV-S05S-F02-T-FM01.wav,There just going to go ahead regardless..,S,2.136364,3.409091,2.882353,3.647059
MSP-IMPROV-S05S-F02-T-FM02.wav,They're just going to go ahead regardless..,S,2.4,3.4,2.533333,3.733333
MSP-IMPROV-S05S-F03-P-FM01.wav,Except for the.The One I could not get to save my life..,H,4.0,2.8,3.4,4.6
MSP-IMPROV-S05S-F03-P-FM02.wav,"Did you know that preliminary studies show?.OK..Cancel..So I'm leaving cancer..OK, cool..Just going to go ahead with God..",H,3.6,3.0,3.4,5.0
MSP-IMPROV-S05S-F03-P-MF01.wav,Hello..You don't cry for this month..,X,3.4,3.6,3.2,4.0
MSP-IMPROV-S05S-F03-P-MF02.wav,Guess who's your friend..Can you call her friend Emily thanks?.OK..,H,4.6,2.4,3.6,4.6
MSP-IMPROV-S05S-F03-P-MF03.wav,Surgery just it's so pointless..,S,1.571429,4.428571,2.0,4.142857
MSP-IMPROV-S05S-F03-P-MF04.wav,I just don't want her spending her last couple of days like that between us..I don't know I mean do you think there's anything we can do to stop it?.,S,1.5,4.333333,2.5,4.333333
MSP-IMPROV-S05S-F03-P-MF05.wav,Yeah..So sorry again. We just like trying to improv it so we know what's coming next..,H,4.2,2.4,4.0,4.8
MSP-IMPROV-S05S-F03-P-MF06.wav,"No, not really dying..",H,3.2,2.8,2.8,3.0
MSP-IMPROV-S05S-F03-S-FM01.wav,"I mean, really the doctor said she was only got a couple of days left most..",S,1.6,3.2,2.6,3.2
MSP-IMPROV-S05S-F03-S-FM02.wav,"I don't know why there trying. I mean, we know it's not gonna work either. She just enjoy her last couple of days..",S,2.142857,3.857143,2.571429,3.714286
MSP-IMPROV-S05S-F03-S-MF01.wav,"I know I'm late, she doesn't like to spend time in the hospital and really the surgery. It's not gonna be successful and I'd rather spend the last couple of days..",S,2.0,4.0,3.2,3.2
MSP-IMPROV-S05S-F03-S-MF02.wav,Do you have anything we can do to stop them?.,S,1.833333,4.0,2.0,3.833333
MSP-IMPROV-S05S-F03-S-MF03.wav,"Can't believe it gonna try to go ahead with the surgery after all, of this..",S,1.4,4.0,2.8,3.4
MSP-IMPROV-S05S-F03-S-MF04.wav,"Yeah, I wish we get to spend time with I'm not going to do anything really she hates the hospital..",S,1.4,4.0,3.0,4.8
MSP-IMPROV-S05S-F03-S-MF05.wav,"I just I mean, maybe maybe there, something we can do to stop them from doing the surgery, so she can enjoy her time..",S,2.0,2.8,3.0,3.2
MSP-IMPROV-S05S-F03-T-FM01.wav,They just going to go ahead regardless..,S,1.928571,3.428571,2.434783,3.26087
MSP-IMPROV-S05S-F04-P-FM01.wav,Do you wanna practice?.,X,3.5,4.125,2.375,4.0
MSP-IMPROV-S05S-F04-P-FM02.wav,I feel like I'm doing fine now but like if it..,N,2.833333,3.666667,2.666667,4.333333
MSP-IMPROV-S05S-F04-P-FM03.wav,"Like if something goes wrong you doing, it again..",X,3.833333,3.833333,3.333333,4.333333
MSP-IMPROV-S05S-F04-P-FM04.wav,Bacon..,N,3.4,4.6,3.0,4.6
MSP-IMPROV-S05S-F04-P-FM05.wav,Take a moment..,N,2.8,4.2,2.2,4.6
MSP-IMPROV-S05S-F04-P-FM06.wav,i serve,N,2.8,4.2,3.8,4.2
MSP-IMPROV-S05S-F04-S-FM01.wav,"I ask I'm gonna ask him for awhile, but just gonna go ahead regardless..",S,1.6,4.0,2.6,4.0
MSP-IMPROV-S05S-F04-S-FM02.wav,with hides of vincente as ten but,S,2.0,4.5,1.875,4.25
MSP-IMPROV-S05S-F04-T-FM01.wav,Dad is going to go ahead regardless..,S,2.0,3.391304,2.565217,3.434783
MSP-IMPROV-S05S-F05-P-FM01.wav,"OK, they are just going to go ahead regardless..",H,3.8,3.4,2.6,3.8
MSP-IMPROV-S05S-F05-P-FM02.wav,Neutral..,H,4.0,3.0,2.8,4.0
MSP-IMPROV-S05S-F05-P-MF01.wav,OK..,H,4.2,2.8,3.8,4.6
MSP-IMPROV-S05S-F05-S-FM01.wav,I really wish we could spend..,S,2.5,4.166667,2.5,3.0
MSP-IMPROV-S05S-F05-S-FM02.wav,It is a minor they signed the consent form..,N,2.4,4.2,3.0,3.4
MSP-IMPROV-S05S-F05-S-MF01.wav,Is there anything we can do to brighten the surgery so that we can spend more time?.,S,1.8,4.0,3.2,3.2
MSP-IMPROV-S05S-F05-S-MF02.wav,"If not, we can do..",X,2.2,3.2,3.0,2.6
MSP-IMPROV-S05S-F05-S-MF03.wav,"I mean, they don't have to go ahead with this 2 day..",O,2.2,4.0,2.8,2.8
MSP-IMPROV-S05S-F05-S-MF04.wav,But isn't anything we can do..,S,2.0,2.6,3.2,2.4
MSP-IMPROV-S05S-F05-S-MF05.wav,There's gotta be something we can go to know..,S,1.666667,3.0,3.833333,3.833333
MSP-IMPROV-S05S-F05-S-MF06.wav,But I won't be there in their daughters don't have to do white..,A,1.8,2.8,2.4,2.2
MSP-IMPROV-S05S-F05-T-FM01.wav,Just going to go ahead regardless..,S,2.166667,3.5,2.0,3.444444
MSP-IMPROV-S05S-F06-P-FM01.wav,"Oh, OK, they're just going to go ahead OK..",N,3.4,3.4,2.8,4.6
MSP-IMPROV-S05S-F06-P-MF01.wav,Thank you Connor..,H,4.666667,3.166667,3.666667,4.0
MSP-IMPROV-S05S-F06-P-MF02.wav,Don't worry. I'm sure I'll be worth..,H,3.6,3.4,3.0,4.2
MSP-IMPROV-S05S-F06-S-FM01.wav,No Bell..,S,1.8,3.2,3.4,3.0
MSP-IMPROV-S05S-F06-S-FM02.wav,"Just gonna go ahead, regardless we can say to stop it..",S,1.4,3.6,2.2,1.8
MSP-IMPROV-S05S-F06-S-FM03.wav,There going to go into surgery tomorrow..,S,1.833333,4.0,3.333333,4.166667
MSP-IMPROV-S05S-F06-S-FM04.wav,"No, that's not even is only the slightest chance that it will even help, but.",S,1.2,3.6,2.0,3.8
MSP-IMPROV-S05S-F06-S-FM05.wav,Who doesn't like there's nothing we can do?.,S,1.8,3.2,3.0,4.4
MSP-IMPROV-S05S-F06-S-MF01.wav,What are they doing?.,S,1.6,2.8,2.4,3.6
MSP-IMPROV-S05S-F06-S-MF02.wav,How how could have the chances it'll help?.,S,2.0,4.0,2.0,3.6
MSP-IMPROV-S05S-F06-S-MF03.wav,"Hey, will you heard?.",S,1.75,3.25,2.875,3.875
MSP-IMPROV-S05S-F06-S-MF04.wav,"I mean with the surgery, then help..",S,1.4,3.0,3.4,2.8
MSP-IMPROV-S05S-F06-S-MF05.wav,Is there anyway we can stop? It just so that you can have a few days of peace before dying?.,S,1.2,2.8,3.2,3.2
MSP-IMPROV-S05S-F06-S-MF06.wav,"Hey, what you heard..",X,2.4,2.8,3.0,2.6
MSP-IMPROV-S05S-F06-S-MF07.wav,There's there's no chance of that would help at all..,S,1.6,3.6,3.4,4.0
MSP-IMPROV-S05S-F06-S-MF08.wav,Is there anything we can do to stop? It just so that he has a few days of peace that he can spend with us and his family but..,S,1.2,3.2,2.8,2.4
MSP-IMPROV-S05S-F06-T-FM01.wav,They're just going to go ahead with Carlos..,S,1.923077,3.730769,2.461538,3.653846
MSP-IMPROV-S05S-M01-P-FM01.wav,They can't do this surgery went to stop them..,X,2.5,4.833333,2.0,2.166667
MSP-IMPROV-S05S-M01-P-MF01.wav,there is going to go ahead we are decent,A,2.6,3.6,2.8,2.6
MSP-IMPROV-S05S-M01-P-MF02.wav,"They can't do this surgery went to stop them..I guess you would you would be a bit frantic about them, taking him out?.",N,3.2,4.6,2.8,3.6
MSP-IMPROV-S05S-M01-P-MF03.wav,Yeah..Call but also kind of hopeless..There's gonna go ahead regardless..,N,3.0,4.166667,2.833333,4.166667
MSP-IMPROV-S05S-M01-S-FM01.wav,Why it know they can do the surgery we gotta stop home?.,X,2.714286,3.0,2.428571,1.571429
MSP-IMPROV-S05S-M01-S-FM02.wav,I'm gonna miss some..,S,2.142857,4.285714,2.571429,2.857143
MSP-IMPROV-S05S-M01-S-MF01.wav,"Yeah, terrible..",S,1.8,4.2,2.4,2.4
MSP-IMPROV-S05S-M01-S-MF02.wav,We do..,S,2.285714,4.0,3.285714,3.857143
MSP-IMPROV-S05S-M01-T-MF01.wav,We just gonna go ahead regardless..,S,2.318182,3.818182,2.882353,3.235294
MSP-IMPROV-S05S-M02-P-FM01.wav,okay i guess this,N,2.8,4.0,2.4,4.2
MSP-IMPROV-S05S-M02-P-MF01.wav,it is congo had regard to,S,2.333333,4.5,2.166667,3.166667
MSP-IMPROV-S05S-M02-S-FM01.wav,"No, I don't think this operation gonna help him at all. I just haven't had time to live so I'd like to be with..We went to..",S,1.6,4.6,2.4,4.2
MSP-IMPROV-S05S-M02-S-FM02.wav,he is not,X,2.333333,4.0,2.333333,3.166667
